HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
314,E00000005,5,-2,2,2,-2,2,5,1,-1,2,1,2,2
771,E00000012,5,-2,5,2,-2,2,4,1,-1,2,2,7,1
5170,E00166758,5,-2,2,2,-2,2,3,1,-1,2,3,2,1
3898,E00000031,5,-2,5,1,-2,1,3,1,-1,2,7,7,2
3150,E00000027,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
3178,E00000027,5,-2,6,1,-2,1,2,1,-1,2,7,2,1
3645,E00000029,5,-2,6,4,-2,2,2,1,-1,2,2,4,1
1661,E00000019,5,-2,6,2,-2,4,4,2,-1,2,2,4,1
3736,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2925,E00000026,5,-2,6,5,-2,2,2,1,-1,1,2,6,1
4378,E00166755,5,-2,6,3,-2,2,2,1,-1,2,5,2,1
2656,E00000025,5,-2,6,1,-2,1,4,3,-1,2,4,2,1
2069,E00000022,5,-2,3,1,-2,1,4,2,-1,2,2,2,1
1061,E00000014,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4013,E00000032,5,-2,5,2,-2,4,3,2,-1,2,6,2,1
4637,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
46,E00000001,5,-2,2,2,-2,2,6,3,-1,2,4,2,1
4361,E00166755,5,-2,6,1,-2,1,2,1,-1,2,2,2,3
1409,E00000017,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
1404,E00000017,5,-2,6,5,-2,4,6,4,-1,2,1,4,1
2426,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1868,E00000021,5,-2,2,1,-2,1,4,2,-1,2,4,2,1
3885,E00000031,5,-2,5,1,-2,1,3,1,-1,2,2,2,1
5130,E00166758,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
266,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
5462,E00166759,5,-2,5,1,-2,1,3,1,-1,2,5,2,2
2177,E00000023,5,-2,3,2,-2,3,4,1,-1,2,1,2,1
5446,E00166759,5,-2,3,2,-2,3,4,2,-1,2,2,2,1
4292,E00000035,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
2253,E00000024,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
5039,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2718,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3546,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
4429,E00166755,5,-2,6,5,-2,2,4,1,-1,2,2,2,1
1013,E00000014,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
1470,E00000018,5,-2,2,1,-2,1,4,1,-1,2,1,2,1
4559,E00166756,5,-2,2,1,-2,1,1,1,-1,2,3,2,1
1090,E00000016,5,-2,2,1,-2,1,3,1,-1,2,1,2,3
2257,E00000024,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
1395,E00000017,5,-2,6,1,-2,1,6,4,-1,2,1,4,2
4377,E00166755,5,-2,6,3,-2,2,2,1,-1,2,3,2,1
1558,E00000018,5,-2,6,1,-2,1,6,4,-1,2,1,2,2
4642,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
4779,E00166757,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
2790,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2957,E00000026,5,-2,6,2,-2,3,3,1,-1,2,4,2,1
5076,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1786,E00000020,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
3403,E00000028,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
2182,E00000023,5,-2,3,2,-2,2,5,3,-1,2,1,2,1
4673,E00166756,5,-2,6,5,-2,2,2,1,-1,2,1,6,1
2222,E00000023,5,-2,5,1,-2,1,5,3,-1,2,3,2,1
3942,E00000031,5,-2,6,5,-2,2,3,2,-1,2,2,4,1
3748,E00000030,5,-2,3,5,-2,2,3,1,-1,2,5,8,1
5526,E00166759,5,-2,6,5,-2,2,4,2,-1,2,1,4,1
3327,E00000027,-2,-2,-1,-1,-2,0,2,2,-1,2,-1,-1,1
127,E00000003,5,-2,2,1,-2,1,5,3,-1,2,1,2,2
3621,E00000029,5,-2,5,5,-2,4,6,3,-1,2,5,2,1
1162,E00000016,5,-2,3,1,-2,1,4,1,-1,2,1,2,1
4818,E00166757,5,-2,3,2,-2,2,4,2,-1,2,1,4,1
4403,E00166755,5,-2,6,5,-2,2,3,1,-1,1,2,6,1
2319,E00000024,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
615,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
5041,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
797,E00000012,5,-2,6,4,-2,2,4,2,-1,2,9,2,1
5548,E00166759,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
2229,E00000023,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
2568,E00000025,2,-2,6,1,-2,1,2,1,-1,2,2,4,1
3201,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,8,1
1299,E00000017,5,-2,2,2,-2,2,6,3,-1,2,3,2,1
1577,E00000018,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3304,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3474,E00000028,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
463,E00000005,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1705,E00000020,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
5430,E00166759,5,-2,3,5,-2,2,2,1,-1,2,1,6,1
1286,E00000017,5,-2,2,2,-2,2,5,3,-1,2,1,2,2
298,E00000005,5,-2,2,1,-2,1,4,3,-1,2,2,2,2
81,E00000001,5,-2,5,1,-2,1,6,3,-1,2,2,2,1
2759,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,1,-1,-1,1
587,E00000010,5,-2,2,1,-2,1,3,1,-1,1,3,2,1
2742,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1071,E00000016,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4835,E00166757,3,-2,6,1,-2,1,2,1,-1,2,2,4,1
1449,E00000018,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
2154,E00000023,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
2157,E00000023,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
4998,E00166757,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5341,E00166758,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5001,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1310,E00000017,5,-2,2,2,-2,3,6,3,-1,2,1,2,2
3518,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2474,E00000024,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
985,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
2340,E00000024,5,-2,6,5,-2,2,3,1,-1,2,1,6,1
2672,E00000025,5,-2,6,4,-2,2,4,2,-1,2,1,2,1
2284,E00000024,5,-2,3,2,-2,4,4,3,-1,2,4,2,1
437,E00000005,5,-2,6,1,-2,1,4,1,-1,2,1,2,1
2391,E00000024,-2,26,-2,-1,41,-1,-1,-1,-1,2,9,-1,1
1943,E00000021,5,-2,6,2,-2,2,2,1,-1,2,2,2,2
2883,E00000026,5,-2,3,3,-2,2,4,2,-1,2,2,5,1
3103,E00000027,5,-2,3,1,-2,1,2,1,-1,1,2,6,1
1994,E00000021,5,-2,6,5,-2,2,4,1,-1,1,2,6,1
2417,E00000024,-2,-2,-1,-1,-2,0,6,2,-1,2,-1,-1,1
2697,E00000025,5,-2,6,1,-2,1,6,2,-1,1,2,3,1
2703,E00000025,5,-2,6,5,-2,2,6,4,-1,2,2,2,1
1662,E00000019,5,-2,6,2,-2,2,6,1,-1,2,1,4,1
4314,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
735,E00000012,5,-2,5,1,-2,1,3,1,-1,2,1,2,2
2636,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
4877,E00166757,5,-2,6,1,-2,1,3,1,-1,1,1,2,1
2195,E00000023,5,-2,5,5,-2,3,3,2,-1,2,3,6,1
34,E00000001,5,-2,2,2,-2,2,5,3,-1,2,2,2,2
1752,E00000020,5,-2,3,5,-2,3,4,3,-1,2,1,2,2
4906,E00166757,5,-2,6,1,-2,1,3,1,-1,2,3,6,1
404,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
3680,E00000029,5,-2,6,5,-2,4,5,4,-1,2,2,2,1
2614,E00000025,5,-2,6,3,-2,2,3,2,-1,2,1,2,3
320,E00000005,5,-2,2,3,-2,4,5,3,-1,2,2,2,1
59,E00000001,5,-2,3,2,-2,2,5,3,-1,2,1,2,3
2986,E00000026,-2,14,-2,-1,18,-1,-1,-1,-1,2,-1,-1,1
4279,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4892,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
2908,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
3309,E00000027,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4209,E00000035,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
1997,E00000021,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
5388,E00166759,5,-2,2,1,-2,1,2,1,-1,2,3,2,2
674,E00000012,5,-2,2,1,-2,1,3,1,-1,2,2,3,1
2941,E00000026,5,-2,6,1,-2,1,3,2,-1,2,1,4,1
624,E00000010,5,-2,5,1,-2,1,3,1,-1,2,1,2,1
4381,E00166755,5,-2,6,3,-2,2,2,1,-1,2,9,8,1
4678,E00166756,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
581,E00000007,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4161,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
749,E00000012,5,-2,5,2,-2,2,3,1,-1,2,3,4,2
1309,E00000017,5,-2,2,5,-2,2,6,4,-1,2,1,2,2
5004,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4404,E00166755,5,-2,6,5,-2,2,3,1,-1,2,2,2,2
5097,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2445,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3644,E00000029,5,-2,6,4,-2,2,2,1,-1,2,9,2,2
2993,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1641,E00000019,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
4985,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3745,E00000030,5,-2,3,1,-2,1,1,1,-1,2,1,2,1
3815,E00000030,5,-2,5,2,-2,4,4,2,-1,2,4,6,2
440,E00000005,5,-2,6,1,-2,1,4,1,-1,2,2,4,1
418,E00000005,5,-2,6,1,-2,1,3,2,-1,2,1,4,1
5519,E00166759,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
894,E00000013,5,-2,6,3,-2,2,3,2,-1,2,1,2,1
4087,E00000032,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1177,E00000016,5,-2,3,3,-2,2,4,2,-1,2,2,2,1
5562,E00166759,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1727,E00000020,5,-2,2,1,-2,1,6,1,-1,2,2,2,1
3274,E00000027,5,-2,6,2,-2,3,5,3,-1,2,9,2,1
2754,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3516,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
508,E00000007,5,-2,3,4,-2,3,4,2,-1,2,1,2,1
1471,E00000018,5,-2,2,1,-2,1,4,1,-1,2,1,2,1
4170,E00000035,5,-2,6,3,-2,2,2,1,-1,2,1,4,1
3825,E00000030,5,-2,5,2,-2,3,5,3,-1,2,6,7,1
5219,E00166758,5,-2,2,2,-2,2,5,3,-1,2,8,6,1
5040,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
576,E00000007,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4093,E00000035,5,-2,2,2,-2,2,2,1,-1,2,1,4,3
5398,E00166759,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
3572,E00000029,5,-2,3,1,-2,1,4,2,-1,2,2,4,1
4500,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4058,E00000032,5,-2,5,2,-2,4,5,2,-1,2,1,2,3
1566,E00000018,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4122,E00000035,5,-2,3,2,-2,2,3,2,-1,2,1,4,1
210,E00000003,5,-2,6,3,-2,2,4,3,-1,2,1,4,1
3749,E00000030,5,-2,3,3,-2,4,4,2,-1,2,1,2,1
1572,E00000018,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4931,E00166757,5,-2,6,2,-2,2,3,1,-1,2,2,2,2
3730,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1210,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
5549,E00166759,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3795,E00000030,5,-2,5,2,-2,2,3,2,-1,2,3,2,1
1129,E00000016,5,-2,2,4,-2,4,4,2,-1,2,1,2,1
5369,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
4477,E00166755,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
1321,E00000017,5,-2,3,1,-2,1,2,1,-1,2,1,2,3
2781,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3828,E00000030,5,-2,5,2,-2,4,5,2,-1,2,1,2,3
3030,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2894,E00000026,5,-2,6,1,-2,1,1,1,-1,2,5,6,1
554,E00000007,5,-2,6,3,-2,2,4,1,-1,2,1,4,1
2306,E00000024,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
4904,E00166757,5,-2,6,1,-2,1,3,1,-1,2,2,6,1
4364,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
2506,E00000025,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
3812,E00000030,5,-2,5,2,-2,4,4,2,-1,2,4,2,1
5427,E00166759,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
3041,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
44,E00000001,5,-2,2,1,-2,1,6,3,-1,2,2,3,1
2402,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3390,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
123,E00000003,5,-2,2,2,-2,3,4,2,-1,2,1,6,1
3515,E00000028,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2918,E00000026,5,-2,6,3,-2,2,2,1,-1,1,1,4,1
3368,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
1469,E00000018,4,-2,2,1,-2,1,4,1,-1,2,2,2,1
1504,E00000018,5,-2,3,1,-2,1,3,1,-1,2,2,2,2
5165,E00166758,5,-2,2,1,-2,1,3,2,-1,2,5,2,2
3359,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
5501,E00166759,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
344,E00000005,5,-2,3,2,-2,2,3,1,-1,2,4,2,2
1390,E00000017,5,-2,6,1,-2,1,4,3,-1,2,1,5,2
5397,E00166759,5,-2,2,1,-2,1,3,1,-1,2,3,2,1
2278,E00000024,5,-2,3,1,-2,1,4,2,-1,2,1,2,1
5055,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
955,E00000014,5,-2,3,1,-2,1,2,1,-1,2,1,3,1
3177,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3767,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
2663,E00000025,5,-2,6,2,-2,2,4,2,-1,1,1,2,2
5432,E00166759,5,-2,3,1,-2,1,3,1,-1,2,1,5,1
1048,E00000014,5,-2,6,3,-2,2,2,1,-1,2,3,2,1
5275,E00166758,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
4011,E00000032,5,-2,5,2,-2,4,3,2,-1,2,4,2,1
2511,E00000025,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
2463,E00000024,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
4632,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
2273,E00000024,5,-2,3,2,-2,2,3,2,-1,2,1,2,1
5037,E00166757,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1
2263,E00000024,5,-2,2,5,-2,2,4,2,-1,2,2,2,1
3370,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3055,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5209,E00166758,5,-2,2,1,-2,1,5,1,-1,2,2,2,2
3886,E00000031,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
4149,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4764,E00166757,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
3237,E00000027,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
350,E00000005,5,-2,3,2,-2,3,3,2,-1,2,2,2,1
1046,E00000014,5,-2,6,2,-2,2,2,1,-1,2,1,4,1
98,E00000001,5,-2,6,2,-2,4,6,3,-1,2,2,2,2
4071,E00000032,5,-2,5,2,-2,4,5,3,-1,2,2,7,1
5438,E00166759,5,-2,3,5,-2,2,3,2,-1,2,2,2,1
249,E00000005,5,-2,2,1,-2,1,2,1,-1,2,2,2,3
1066,E00000016,5,-2,2,1,-2,1,2,1,-1,2,2,2,1
393,E00000005,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
614,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
3780,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,7,1
5468,E00166759,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
2971,E00000026,5,-2,6,2,-2,2,4,2,-1,1,1,2,1
2096,E00000022,5,-2,5,1,-2,1,1,1,-1,2,5,2,1
1126,E00000016,5,-2,2,2,-2,3,4,2,-1,2,2,2,1
1886,E00000021,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
3409,E00000028,5,-2,3,1,-2,1,3,1,-1,2,2,2,3
1658,E00000019,5,-2,6,3,-2,2,4,2,-1,2,2,4,1
1403,E00000017,5,-2,6,3,-2,4,6,4,-1,2,2,2,1
1914,E00000021,5,-2,3,1,-2,1,4,1,-1,2,1,2,2
1561,E00000018,5,-2,6,2,-2,3,6,1,-1,2,4,2,2
3214,E00000027,5,-2,6,3,-2,2,2,1,-1,2,2,2,2
4769,E00166757,5,-2,2,4,-2,2,3,1,-1,2,1,2,1
3014,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3355,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4535,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
963,E00000014,5,-2,5,1,-2,1,1,1,-1,2,1,2,1
1505,E00000018,4,-2,3,1,-2,1,3,2,-1,2,1,2,2
2078,E00000022,5,-2,3,3,-2,2,4,2,-1,2,1,2,1
4187,E00000035,5,-2,6,1,-2,1,3,2,-1,2,3,4,1
5106,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5269,E00166758,5,-2,3,3,-2,2,4,2,-1,2,1,2,2
3833,E00000030,5,-2,5,3,-2,4,5,3,-1,2,3,2,1
795,E00000012,5,-2,6,3,-2,2,4,1,-1,2,1,4,1
1459,E00000018,4,-2,2,2,-2,2,3,1,-1,2,1,2,2
5376,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,6,2
3380,E00000027,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
881,E00000013,5,-2,6,2,-2,2,2,1,-1,2,1,2,1
22,E00000001,5,-2,2,2,-2,2,5,2,-1,2,2,2,2
1614,E00000019,5,-2,3,1,-2,1,3,1,-1,2,1,2,3
263,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
4114,E00000035,5,-2,3,1,-2,1,3,2,-1,2,1,2,2
1135,E00000016,5,-2,2,2,-2,2,5,3,-1,2,4,2,1
2101,E00000022,5,-2,5,1,-2,1,3,2,-1,2,2,6,2
1933,E00000021,5,-2,5,1,-2,1,3,2,-1,2,8,2,1
4616,E00166756,5,-2,3,1,-2,1,6,3,-1,2,2,4,1
5038,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1
1131,E00000016,5,-2,2,1,-2,1,5,2,-1,2,2,6,1
315,E00000005,5,-2,2,2,-2,2,5,2,-1,2,2,2,1
1060,E00000014,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3949,E00000032,3,-2,5,1,-2,1,1,1,-1,2,7,7,1
824,E00000013,5,-2,2,1,-2,1,2,1,-1,2,2,4,2
2633,E00000025,3,-2,6,1,-2,1,4,2,-1,2,1,2,2
995,E00000014,5,-2,5,1,-2,1,2,1,-1,2,6,2,1
2448,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2204,E00000023,5,-2,5,1,-2,1,4,3,-1,2,2,4,2
216,E00000003,5,-2,6,1,-2,1,6,4,-1,2,1,6,1
1618,E00000019,5,-2,3,2,-2,2,3,1,-1,2,4,5,2
767,E00000012,5,-2,5,3,-2,3,3,2,-1,2,6,2,1
4474,E00166755,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1080,E00000016,5,-2,2,2,-2,2,2,1,-1,2,8,6,1
872,E00000013,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
1853,E00000021,5,-2,2,4,-2,2,3,2,-1,2,1,2,1
5199,E00166758,5,-2,2,1,-2,1,4,2,-1,2,2,2,2
1667,E00000019,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3903,E00000031,5,-2,5,1,-2,1,3,2,-1,2,1,8,1
4059,E00000032,5,-2,5,2,-2,4,5,2,-1,2,8,8,2
4822,E00166757,5,-2,5,1,-2,1,4,1,-1,2,2,4,1
4126,E00000035,5,-2,3,1,-2,1,4,2,-1,2,1,2,1
3235,E00000027,5,-2,6,1,-2,1,3,2,-1,2,1,2,2
5167,E00166758,5,-2,2,1,-2,1,3,2,-1,2,2,4,1
2148,E00000022,5,-2,6,3,-2,3,5,3,-1,2,4,2,1
2076,E00000022,5,-2,3,2,-2,2,4,2,-1,2,1,2,3
1145,E00000016,5,-2,3,1,-2,1,2,1,-1,2,2,6,1
3878,E00000031,5,-2,3,1,-2,1,4,2,-1,2,1,4,1
2159,E00000023,5,-2,2,1,-2,1,4,3,-1,2,4,2,1
2713,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2497,E00000025,5,-2,2,1,-2,1,2,1,-1,2,4,2,1
2678,E00000025,5,-2,6,2,-2,3,4,2,-1,2,2,2,1
2868,E00000026,5,-2,3,2,-2,2,3,2,-1,2,1,2,3
3300,E00000027,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
3018,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
712,E00000012,5,-2,5,1,-2,1,2,1,-1,2,2,4,1
3473,E00000028,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
4334,E00166755,5,-2,2,1,-2,1,5,3,-1,2,1,2,1
3264,E00000027,5,-2,6,3,-2,2,4,1,-1,2,1,4,1
4857,E00166757,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
686,E00000012,5,-2,3,2,-2,2,1,1,-1,2,2,6,1
3349,E00000027,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3152,E00000027,5,-2,6,1,-2,1,1,1,-1,2,8,2,1
1974,E00000021,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
780,E00000012,5,-2,6,4,-2,2,1,1,-1,2,1,2,1
1382,E00000017,5,-2,6,2,-2,2,2,1,-1,2,9,6,1
2000,E00000021,5,-2,6,2,-2,2,4,2,-1,2,1,4,2
1325,E00000017,5,-2,3,1,-2,1,4,3,-1,2,4,2,2
917,E00000013,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2995,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2847,E00000026,5,-2,2,4,-2,2,4,2,-1,2,2,2,1
3578,E00000029,5,-2,5,3,-2,2,1,1,-1,2,3,6,1
4074,E00000032,5,-2,5,4,-2,4,5,3,-1,2,8,2,2
3393,E00000028,5,-2,2,2,-2,2,2,1,-1,2,1,5,1
2780,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4773,E00166757,5,-2,2,1,-2,1,4,1,-1,1,2,2,2
3633,E00000029,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
2433,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2501,E00000025,5,-2,2,2,-2,2,2,1,-1,2,1,2,2
1265,E00000017,5,-2,2,1,-2,1,1,1,-1,2,3,2,2
4257,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
348,E00000005,5,-2,3,3,-2,2,3,2,-1,2,1,2,1
2520,E00000025,5,-2,2,1,-2,1,5,2,-1,2,3,2,2
304,E00000005,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
2762,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4041,E00000032,5,-2,5,4,-2,3,4,3,-1,2,5,2,3
1269,E00000017,5,-2,2,1,-2,1,4,2,-1,2,2,6,1
3948,E00000032,5,-2,2,1,-2,1,4,2,-1,2,5,6,2
1076,E00000016,5,-2,2,2,-2,2,2,1,-1,2,1,2,1
1855,E00000021,5,-2,2,2,-2,3,3,2,-1,2,1,2,1
4283,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
904,E00000013,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
282,E00000005,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
4708,E00166756,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
2316,E00000024,4,-2,6,3,-2,2,2,1,-1,2,1,4,1
516,E00000007,5,-2,6,5,-2,2,1,1,-1,2,1,4,1
5558,E00166759,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3818,E00000030,5,-2,5,1,-2,1,5,1,-1,2,3,2,1
1921,E00000021,5,-2,3,2,-2,2,4,2,-1,2,1,2,3
5179,E00166758,5,-2,2,2,-2,2,3,2,-1,2,6,2,2
2945,E00000026,5,-2,6,2,-2,2,3,1,-1,2,1,2,3
2577,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
3326,E00000027,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
